,0,1,2,3,4,5
150,17896290.750000004,18375854.775999997,18324368.6163,21195658.0339,17452640.19269018,579339924577859.1
151,18403793.994000003,18019897.6192,18220379.012399998,21293329.4287,13400058.586418327,442293222471183.25
152,18014079.602,17806466.773599997,18206776.9967,20996293.003,12021826.943497328,393388111814778.4
153,17810169.6085,17848544.9944,18084763.8782,20346111.916899998,16873681.32419791,543592938987432.25
154,17843818.686000004,17972935.319199998,17929471.3863,21190295.0455,11910354.804253407,388925172952873.75
155,17997784.5665,18177144.4768,18129383.89,21365648.5147,10177212.765040891,336761309778959.25
156,18179967.846,18372473.490399998,18281267.439999998,21586668.642699998,6785790.090292898,226065543979842.4
157,18401949.273000002,18393819.990399998,18223619.1948,21657972.0112,3743819.631799679,124750913517361.45
158,18399831.260000005,18176563.851999998,18364972.152,21451334.442999996,8412978.288321586,280314584968649.5
159,18194793.937000003,18406081.419999998,18254299.6719,21571961.0533,3309207.2141243764,110213063508749.83
160,18384458.585000005,18351024.5272,18483778.84,21719890.15,7196364.925809953,242400604307787.88
161,18308927.508500002,18342110.2288,18276305.910699997,21763769.146,3195594.1001104554,106851083328710.47
162,18336598.323500004,18096847.482399996,18204583.1232,21502689.119799998,5454887.825045505,181088883374067.72
163,18098697.637500003,18222023.358399995,18027385.648199998,21400467.3106,2919559.7356698974,96128753377736.62
164,18235821.898500003,18145790.737599995,18047771.795799997,21528488.3443,3181620.141119762,104971516001564.06
165,18164936.786000002,18328755.858399995,18116456.912299998,21553556.2522,3304544.5003458997,109319418578005.06
166,18311728.751500003,18481665.107199997,18289199.1365,21776810.9587,2226981.8009513044,74572444221448.97
167,18457598.356500003,18624430.499199998,18416646.3109,21858027.73,3242537.1175941518,109165807252436.14
168,18632949.336000003,18530608.362399995,18500654.79,21985642.4767,15595267.860057995,527827251444900.0
169,18539244.341500003,18825599.915199995,18900176.0303,21945501.321099997,8479109.183955118,289911158756915.8
170,18833716.471500006,19035547.012,19188721.023399998,22356460.621600002,10031860.626381468,349387825605195.75
171,19089756.914000005,19122538.268799998,18991069.897,22623188.0371,4642636.252915514,161346966021545.84
172,19119750.711000003,19979062.312,19783733.268499997,22707736.3618,17061750.40604476,609452085745466.9
173,19984412.437500004,19738717.7992,19985738.39,23329436.729199998,14718077.618114956,534647447315493.9
174,19742822.309500005,19859931.764799997,19978042.9568,23478828.4591,9289833.367528472,337047754094577.9
175,19871132.903500002,20177328.604,20116088.227799997,23537130.6436,17257072.58116586,633347474896504.9
176,20176912.490000002,20928964.484799996,21545143.6738,23724388.3219,32323503.681302533,1221069715178682.8
177,20987086.624,21425671.924,21256733.6883,24764279.898399998,18095971.20590836,699342094924672.1
178,21458959.423500005,21298549.247199997,21605829.59,25130222.5993,18132355.59118739,707795771504526.9
179,21300825.840000004,21142087.940799996,21104377.6117,24787357.0,14678951.984176606,563347117917253.5
180,21184676.740000006,21188537.924799997,21129759.0405,25093331.7397,5023327.631860958,193838803651631.78
181,21194002.8295,21282052.672,21205903.326899998,25204735.635099996,4214951.237884064,163296295910808.03
182,21263214.028500002,21621342.481599998,21433526.140499998,25287049.3813,5665095.264283508,221290339662601.4
183,21616273.131000005,21162170.727999996,21720518.546199996,25009677.2464,13832794.525592435,540539689712784.6
184,21167049.406000003,21205717.587999996,21231284.7557,25092072.25,5254397.622661947,203061019866681.38
185,21213133.269500002,20943616.7224,21086624.112299997,24622851.3937,7136798.15229765,273253751780147.97
186,20915689.089000005,21128152.945599996,20977706.731,24794467.022499997,3486358.4731742344,133658205117996.78
187,21123698.462500002,20970974.396799996,20878307.3855,24871377.1516,3162359.2852618913,120740096335713.0
188,20962012.083000004,21159745.765599996,20953000.3402,24881818.7275,3785590.8653951376,144712707192302.66
189,21165443.815500002,21431204.936799996,21215792.633599997,25165610.197,2806698.1390831596,108613781728271.19
190,21488816.574500002,21173714.915199995,21256733.6883,25149155.5735,3844921.6948542786,148547975799050.1
191,21184642.578500003,21560308.5688,21337974.5116,25165000.7665,5276618.134048236,205238186810044.9
192,21564791.750500005,22520013.054399997,22785289.735499997,25607325.423399996,34106346.786813915,1386039297433330.0
193,22531357.231500003,22769032.784799997,22657437.538299996,26743425.761499997,19077003.477297008,787055800204244.9
194,22781795.188000005,23435555.900799997,24100095.0,26939865.526,27153718.439345527,1144668395193422.5
195,23416447.535000004,22819683.759999998,23445308.14,26523177.578799997,26048371.208214443,1089530203433997.6
196,22844788.994000003,22773677.783199996,22729734.108099997,26618776.909900002,10630507.200010972,437992811129887.94
197,22749649.216500003,22281068.871999998,22505655.244,26184984.279999997,12826158.728359953,521694164628821.9
198,22302372.697000004,22638187.278399996,22712284.3758,26350302.4603,15891257.580528738,653083357025325.2
199,22641152.292500004,22500954.899199996,22597190.3968,26650711.068099998,10579153.686605934,434692220553406.0
200,22516155.364000004,21808269.512799997,22543052.3492,25742131.45,14147903.07370596,568981827000228.2
201,21810276.289500006,22082495.190399997,21877329.8736,25801693.124199998,8997369.8408466,358085448034500.8
202,22072329.156000003,21235397.7616,21824946.924799997,25042098.948999997,10641390.40514743,415288614906097.3
203,21241555.637500003,21406545.459999997,21263349.0607,25099791.702999998,6160308.665889236,238691576594778.38
204,21413387.9825,20243656.448799998,21192402.5669,23040322.9,27806690.08362115,1025257455208660.6
205,20247865.925500005,20965202.303199995,21104377.6117,23781390.387999997,16489935.447394338,615114235434817.5
206,20961055.561000004,20854849.436799996,21462822.789699998,24622851.3937,10064677.814053819,388013692942306.8
207,20878316.408000004,21139731.287199996,21074068.4055,24711584.4745,6651233.9972983375,254462397197637.12
208,21142316.480000004,21036448.381599996,21053817.265499998,24635608.805499997,4965558.091641345,189046589083621.2
209,21048679.808500003,21339910.225599997,21242085.3637,24913184.0839,3811775.127923376,147283955913268.0
210,21346465.604000002,21404120.497599997,21538967.0761,25332797.2975,7208539.483139739,282272519376327.06
211,21431493.577500004,21271874.660799995,21384552.133599997,25025563.068099998,3258239.979738314,126005038184954.2
212,21236807.189000003,21236217.467199996,21333350.5013,25170363.7549,2414948.901494336,93653430019986.19
213,21248012.161000002,20918991.399999995,21011154.863900002,24741243.425499998,5049869.705075617,192413933469622.88
214,20923341.265000004,20953965.505599994,20785287.149100002,24563858.5213,5891898.436949892,223365374877364.47
215,21004748.119500004,21045123.5992,21053817.265499998,24770902.3765,9544578.052937027,365063428744455.06
216,21042906.515000004,20981562.260799997,20836522.533299997,24519248.2087,10273528.142373152,389809061308320.75
217,20974036.931000005,20345675.641599998,20802871.889,23896288.3516,11525134.57848162,431883850301499.25
218,20306282.090500005,20573553.798399996,20383167.0125,24085374.3214,5549869.923652629,206578009426756.62
219,20545890.851500005,20528811.534399997,20372163.893099997,23838433.082799997,4615937.222135948,170693274643945.2
220,20519381.527500004,20990544.867999997,20978246.7614,24393014.837799996,7174678.313347201,273277023411732.22
221,20947220.153500002,21216237.143199995,21180420.6424,24911233.906299997,3074126.2067717873,118355624322931.77
222,21207257.4915,21045533.451999996,21056179.8985,24860204.2591,2259111.451425933,86709254262509.86
223,20984387.865500003,21180272.559999995,21028604.596199997,24955437.9319,1772906.332360888,68100374977879.625
224,21184676.740000006,20999766.555999994,21137386.9699,24949790.5426,2409000.5931377895,92720565568089.55
225,21042359.931000005,21022137.687999997,20852824.700999998,24865526.6188,1080918.8698021146,41197634252685.83
226,21026474.8335,21278432.305599995,21028604.596199997,24585838.648,4288820.369104584,163286753256484.44
227,21250710.919500005,21281711.127999995,21113085.6019,25081102.501,1654892.4629379085,63962692803039.984
228,21338403.490000006,21658434.159999996,21437070.09,25129938.1984,1949839.2307451537,76015484922479.77
229,21652074.383,21320305.599999998,21814787.6029,25360221.669999998,6235650.331452294,246661638325584.5
230,21321322.740000006,21203258.471199997,21176977.948599998,24741243.425499998,7161116.019730907,274363680295669.16
231,21174189.159500007,21078526.602399997,21045986.824699998,24980708.9833,1673969.858532922,64208328679608.28
232,21080586.6495,21017834.233599994,20927990.182299998,24837208.4149,715502.3750773814,27290685810354.223
233,21047074.218000006,21244414.523199994,21333350.5013,24984690.5959,3437520.8433311004,133171577922661.14
234,21311108.451500006,21544665.853599995,21403723.2128,25344010.8187,2199581.041330461,85881183563663.89
235,21579549.518500004,21595248.519999996,21384552.133599997,25415151.6724,1406499.7109788475,55002026912662.59
236,21598030.890000004,21652764.5296,21564821.0315,25610331.9472,2229223.9231342096,87809159615852.42
237,21613950.149000004,21801814.331199996,21591181.2654,25564259.0014,1609229.9204515736,63511684292358.82
238,21836683.129000004,21640332.327999994,21669958.2,25678222.5049,2223812.7049394394,87950142250428.52
239,21652757.613000005,21652866.992799997,21459042.576899998,25502056.4617,1164902.5567244827,45640833466877.56
240,21621021.5795,21424374.056799997,21410237.3295,25372166.507799998,1694071.8357164578,66156073329479.47
241,21383496.67,21548047.1392,21307800.312999997,25250767.9522,1568191.5732288554,60936301767551.62
242,21517683.042000003,21483324.551199995,21358934.4415,25099994.846499998,2592598.0391385523,100746569325724.19
243,21426676.806000005,21218901.186399996,21252885.9717,25159881.5503,1288710.9749577302,49931084717428.46
244,21180372.391000003,20728614.774399996,21104377.6117,24097075.387000002,13069491.385507287,491388437913737.2
245,20741123.824000005,20875376.231199995,20751906.52,24271656.910899997,4622962.327755391,173988374535421.06
246,20854335.035000004,20638925.319999997,20681668.816099998,24462327.4,2214055.937064416,83344495266962.67
247,20643285.288000006,20646951.604,20547133.7427,24212948.4394,6106499.601593377,227834268130824.5
248,20669487.1585,20700710.629599996,20762032.09,24485282.6155,3455998.76783478,130418619333304.62
249,20706791.516500004,20650845.205599997,20562659.6167,24279579.507400002,4768704.205756584,177992097570371.2
250,20658897.093500003,20492198.017599996,20411316.0971,23838433.082799997,6220909.317580626,230708248895926.7
251,20455772.814500004,20347793.214399997,20333956.7423,23990668.8217,2978267.438715443,110151509902211.22
252,20360838.006000005,20108814.877599996,20188587.309,23515394.2891,6909932.561118986,251514811499666.6
253,20115695.082000002,20824896.027999997,20579603.070499998,23818687.534599997,4164873.2889253697,155044695872922.62
254,20796055.516000003,20172546.987999994,20753054.084599998,23923590.837999996,10930201.501543695,405644756834154.0
255,20171139.196500003,19832027.619999997,19950906.4292,23182523.349999998,15976802.380109949,578947695728961.2
256,19823887.549000002,20131015.237599995,20067890.5146,23106710.1958,7912693.746941985,286320708498991.6
257,20123005.643000003,20120529.836799998,20043859.1618,23838595.597599998,1903581.8200825965,69705108147838.22
258,20125089.494500004,20015709.983199995,19905172.6047,23706796.0948,1490684.9171474585,54209939648625.805
259,19995412.440500002,20411798.559999995,20237055.0374,23779237.0669,3006216.448242503,110724529732647.47
260,20451502.627000004,20152976.516799998,20240362.723599996,23902260.770499997,2676584.307935969,98711866713025.27
261,20157850.373000003,20127907.1872,20043859.1618,23895069.4906,1128090.630082154,41339803255912.63
262,20141965.275500007,20147955.819999997,20070118.14,23838433.082799997,2265142.5758341127,83179732523353.67
263,20146850.370000005,20105706.827199996,20043825.4099,23880199.3864,3186425.95577078,116768516754417.53
264,20108794.459000006,19868367.9016,19924039.9168,23497883.319399998,6341115.496578656,230455695530133.28
265,19865188.802500002,19854501.215199996,19686595.3003,23357429.9035,6292727.357184771,226201966639108.0
266,19862968.305000003,19961916.803199995,19837027.5186,23547897.2491,5248137.10870523,190268573656860.62
267,19963437.276500005,20062330.739199996,20084800.2165,23708786.9011,5429583.638821079,198630380072037.97
268,20094309.983000003,21483802.712799996,21420194.14,23695948.2319,23051946.123608585,885248765870844.9
269,21458071.224500004,21236012.540799994,22381414.500099998,25009677.2464,30112645.53436152,1192539266156374.2
270,21253990.423500005,21491828.996799998,21398660.4278,25134488.6128,13882565.360732079,540043605866351.44
271,21477884.894500002,21145605.843999997,21239553.971199997,25152405.8695,5769591.517425583,223395682617609.97
272,21139105.299000002,21582577.237599995,21384552.133599997,25051443.55,10024404.37959365,389399450042803.94
273,21574391.132000003,21600269.216799997,21626080.73,25585060.8958,9192016.461653566,362519670112884.56
274,21558403.550000004,21614170.057599995,21433728.6519,25372166.507799998,6857858.658178248,268239668181677.3
275,21645720.344000004,21544426.772799995,21386307.2324,25413160.8661,4910608.377711885,191666857507550.66
276,21554850.754000004,21693305.802399997,21616596.446099997,25509410.2564,6066507.453290413,238890953148545.0
277,21694229.674000002,21979383.056799997,22024218.1424,25747575.6958,15147343.115243992,607170697499644.9
278,21982245.280500006,21946526.523999996,21903588.8518,25894651.5898,5350848.401154519,213332101654114.47
279,21955018.565000005,22126827.6016,22038427.6923,26044327.720599998,6375835.873026897,256508653785162.97
280,22153121.103500005,22508707.947999995,22678599.9796,26217121.581699997,21365334.489478827,875114900109673.9
281,22521792.011500005,22516597.614399996,22543052.3492,26618776.909900002,8465802.515825458,346878125331183.2
282,22503720.578000005,22510723.057599995,22408314.764399998,26554989.850899998,4654732.950754466,190311632585867.16
283,22539555.9915,22470899.0272,22474907.2631,26650751.6968,3308655.9679645156,135742469120259.48
284,22498869.645000003,22034132.559999995,22263316.601999998,26081624.867200002,5271907.852261061,212608925249388.22
285,22034409.891000003,22223928.560799997,22039440.2493,26006258.6287,8829277.999799056,354187852628041.44
286,22211639.753000002,22336330.691199996,22186058.502899997,26320318.4797,2777430.4175268617,112622363207700.73
287,22360993.831000004,22526126.691999998,22435113.773,26584039.3714,5082582.649990883,208351940890369.56
